Easting,Northing,Severity of casualty,Casualty Class,Sex,Age,Date,Day of week,Hour of day,Local authority,Vehicle type,Pedestrian Locality
529020,174350,Serious,Passenger,Female,31,12/06/2011,Sunday,7,Lambeth,Car (from 2005),Not a pedestrian
532040,187470,Serious,Pedestrian,Male,21,13/06/2011,Monday,0,Hackney,Car (from 2005),Crossing on pedestrian crossing facility
541740,171950,Serious,Driver or rider,Male,37,04/06/2011,Saturday,2,Lewisham,Motorcycle over 500cc (from 2005),Not a pedestrian
530080,164840,Serious,Pedestrian,Female,25,17/06/2011,Friday,18,Sutton,Car (from 2005),"In carriageway, crossing elsewhere"
529450,184700,Serious,Driver or rider,Male,15,22/04/2011,Friday,11,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
518530,189660,Serious,Pedestrian,Male,54,10/06/2011,Friday,22,Harrow,Car (from 2005),On footway or verge
519700,191310,Serious,Pedestrian,Male,54,16/06/2011,Thursday,16,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
538650,168560,Serious,Driver or rider,Male,47,19/06/2011,Sunday,18,Bromley,Pedal cycle,Not a pedestrian
531610,183550,Serious,Driver or rider,Male,27,22/06/2011,Wednesday,10,Islington,Pedal cycle,Not a pedestrian
534400,172020,Serious,Pedestrian,Male,17,23/06/2011,Thursday,13,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
535690,165700,Serious,Driver or rider,Male,26,25/06/2011,Saturday,21,Croydon,Motorcycle over 500cc (from 2005),Not a pedestrian
515000,183130,Serious,Pedestrian,Male,unknown,26/06/2011,Sunday,5,Ealing,Car (from 2005),"In carriageway, crossing elsewhere"
529800,163150,Serious,Driver or rider,Male,44,15/06/2011,Wednesday,12,Sutton,Pedal cycle,Not a pedestrian
525470,192200,Serious,Pedestrian,Female,72,22/06/2011,Wednesday,11,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
533710,166180,Serious,Driver or rider,Female,unknown,01/07/2011,Friday,15,Croydon,Pedal cycle,Not a pedestrian
531510,172970,Serious,Driver or rider,Male,48,28/06/2011,Tuesday,18,Lambeth,Pedal cycle,Not a pedestrian
530330,177400,Serious,Pedestrian,Female,63,15/06/2011,Wednesday,8,Lambeth,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
532030,174470,Serious,Pedestrian,Male,25,05/06/2011,Sunday,1,Lambeth,Car (from 2005),On footway or verge
530370,167120,Serious,Driver or rider,Male,23,29/06/2011,Wednesday,8,Croydon,Pedal cycle,Not a pedestrian
542150,178690,Serious,Pedestrian,Male,22,02/07/2011,Saturday,11,Greenwich,Car (from 2005),"In carriageway, crossing elsewhere"
534450,175760,Serious,Passenger,Male,57,21/06/2011,Tuesday,18,Southwark,Car (from 2005),Not a pedestrian
540910,178450,Serious,Passenger,Male,42,12/07/2011,Tuesday,14,Greenwich,Bus or coach (17 or more pass seats),Not a pedestrian
509810,187210,Serious,Pedestrian,Male,9,09/07/2011,Saturday,9,Hillingdon,Motorcycle over 500cc (from 2005),"In carriageway, crossing elsewhere"
537000,176990,Serious,Pedestrian,Male,53,10/07/2011,Sunday,16,Lewisham,Car (from 2005),On footway or verge
530450,176740,Serious,Driver or rider,Male,38,26/06/2011,Sunday,12,Lambeth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
521610,183180,Serious,Driver or rider,Male,21,27/06/2011,Monday,22,Brent,Pedal cycle,Not a pedestrian
530340,178050,Serious,Driver or rider,Male,24,06/06/2011,Monday,1,Lambeth,Pedal cycle,Not a pedestrian
512970,180570,Serious,Pedestrian,Female,61,28/06/2011,Tuesday,15,Ealing,Car (from 2005),"In carriageway, not crossing"
532180,176100,Serious,Pedestrian,Male,unknown,28/06/2011,Tuesday,15,Lambeth,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
533890,191210,Serious,Pedestrian,Male,14,01/07/2011,Friday,20,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
547090,179120,Serious,Driver or rider,Male,9,03/07/2011,Sunday,16,Greenwich,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
539880,172150,Serious,Pedestrian,Male,20,09/07/2011,Saturday,23,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
530380,181760,Serious,Driver or rider,Female,33,11/07/2011,Monday,14,Camden,Pedal cycle,Not a pedestrian
533100,163500,Serious,Driver or rider,Female,54,12/07/2011,Tuesday,13,Croydon,Car (from 2005),Not a pedestrian
523770,185580,Serious,Pedestrian,Male,20,10/07/2011,Sunday,0,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
526340,189640,Serious,Driver or rider,Male,25,26/07/2011,Tuesday,17,Barnet,Pedal cycle,Not a pedestrian
539770,172460,Serious,Pedestrian,Female,20,14/07/2011,Thursday,7,Lewisham,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
510210,188210,Serious,Driver or rider,Male,52,10/07/2011,Sunday,10,Hillingdon,Pedal cycle,Not a pedestrian
531310,182580,Serious,Driver or rider,Male,25,01/07/2011,Friday,0,Islington,Pedal cycle,Not a pedestrian
532120,174080,Serious,Pedestrian,Male,35,11/07/2011,Monday,15,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
532700,184710,Serious,Driver or rider,Male,16,14/07/2011,Thursday,21,Islington,Pedal cycle,Not a pedestrian
533010,171750,Serious,Driver or rider,Male,46,19/07/2011,Tuesday,20,Southwark,Car (from 2005),Not a pedestrian
531250,187350,Serious,Driver or rider,Male,unknown,20/07/2011,Wednesday,13,Haringey,Pedal cycle,Not a pedestrian
531810,179100,Serious,Driver or rider,Male,34,12/07/2011,Tuesday,8,Southwark,Motorcycle over 500cc (from 2005),Not a pedestrian
517860,183780,Serious,Driver or rider,Male,unknown,12/07/2011,Tuesday,18,Brent,Motorcycle over 500cc (from 2005),Not a pedestrian
513910,189990,Serious,Driver or rider,Male,71,19/04/2011,Tuesday,14,Harrow,Car (from 2005),Not a pedestrian
528320,164620,Serious,Driver or rider,Male,38,12/07/2011,Tuesday,22,Sutton,Pedal cycle,Not a pedestrian
531170,186990,Serious,Driver or rider,Female,29,14/07/2011,Thursday,13,Islington,Pedal cycle,Not a pedestrian
531100,175700,Serious,Pedestrian,Male,43,21/07/2011,Thursday,14,Lambeth,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
530480,176680,Serious,Driver or rider,Male,44,15/07/2011,Friday,21,Lambeth,Pedal cycle,Not a pedestrian
530060,175070,Serious,Driver or rider,Male,44,17/07/2011,Sunday,23,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
544830,178540,Serious,Pedestrian,Female,11,22/07/2011,Friday,17,Greenwich,Minibus (8 - 16 passenger seats) (from 1999),"In carriageway, crossing elsewhere"
531220,182430,Serious,Pedestrian,Male,4,24/07/2011,Sunday,9,Islington,Ridden horse (from 1999),"In carriageway, not crossing"
540090,165950,Serious,Driver or rider,Male,29,14/07/2011,Thursday,0,Bromley,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
526440,193780,Serious,Pedestrian,Male,78,19/07/2011,Tuesday,11,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
537420,173570,Serious,Pedestrian,Male,20,31/07/2011,Sunday,9,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
528240,188310,Serious,Driver or rider,Male,41,02/08/2011,Tuesday,18,Haringey,Motorcycle over 500cc (from 2005),Not a pedestrian
530390,177240,Serious,Pedestrian,Male,unknown,25/07/2011,Monday,12,Lambeth,Other vehicle,On footway or verge
530080,185370,Serious,Driver or rider,Male,16,28/07/2011,Thursday,23,Islington,Pedal cycle,Not a pedestrian
531300,177490,Serious,Driver or rider,Female,48,21/07/2011,Thursday,17,Lambeth,Car (from 2005),Not a pedestrian
530830,180140,Serious,Pedestrian,Female,54,27/07/2011,Wednesday,18,Lambeth,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
532880,171610,Serious,Driver or rider,Male,18,01/08/2011,Monday,15,Lambeth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531090,164570,Serious,Driver or rider,Male,33,26/07/2011,Tuesday,12,Croydon,Pedal cycle,Not a pedestrian
537140,176280,Serious,Pedestrian,Female,unknown,06/08/2011,Saturday,2,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
531170,176590,Serious,Driver or rider,Male,33,04/08/2011,Thursday,0,Lambeth,Pedal cycle,Not a pedestrian
520480,180050,Serious,Pedestrian,Male,25,07/08/2011,Sunday,3,Ealing,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
521450,188740,Serious,Pedestrian,Male,12,05/08/2011,Friday,13,Barnet,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531170,177580,Serious,Pedestrian,Male,8,10/08/2011,Wednesday,15,Lambeth,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
543080,176620,Serious,Driver or rider,Female,34,02/08/2011,Tuesday,8,Greenwich,Pedal cycle,Not a pedestrian
529400,182390,Serious,Driver or rider,Female,24,06/05/2011,Friday,7,Camden,Motorcycle over 500cc (from 2005),Not a pedestrian
511420,190090,Serious,Pedestrian,Male,52,14/08/2011,Sunday,16,Harrow,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
530440,173740,Serious,Pedestrian,Female,26,16/07/2011,Saturday,23,Lambeth,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
535260,171560,Serious,Driver or rider,Male,80,13/08/2011,Saturday,10,Lewisham,Pedal cycle,Not a pedestrian
533290,172980,Serious,Driver or rider,Male,26,12/08/2011,Friday,17,Southwark,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
533500,189000,Serious,Driver or rider,Male,19,17/08/2011,Wednesday,16,Haringey,Pedal cycle,Not a pedestrian
524630,183280,Serious,Driver or rider,Male,26,12/08/2011,Friday,11,Brent,Pedal cycle,Not a pedestrian
518030,183510,Serious,Driver or rider,Male,22,21/08/2011,Sunday,23,Brent,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
537920,174480,Serious,Pedestrian,Male,2,22/08/2011,Monday,9,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
517750,183870,Serious,Driver or rider,Male,34,18/08/2011,Thursday,15,Brent,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
509900,182350,Serious,Driver or rider,Male,25,19/08/2011,Friday,15,Hillingdon,Motorcycle over 500cc (from 2005),Not a pedestrian
537880,174160,Serious,Driver or rider,Female,34,15/08/2011,Monday,6,Lewisham,Pedal cycle,Not a pedestrian
532730,175560,Serious,Pedestrian,Male,75,22/08/2011,Monday,8,Southwark,Car (from 2005),Crossing on pedestrian crossing facility
515970,186250,Serious,Driver or rider,Male,35,22/08/2011,Monday,6,Brent,Motorcycle over 500cc (from 2005),Not a pedestrian
535170,171690,Serious,Driver or rider,Male,19,17/08/2011,Wednesday,16,Lewisham,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
532790,168240,Serious,Pedestrian,Female,54,16/08/2011,Tuesday,11,Croydon,Car (from 2005),Crossing on pedestrian crossing facility
533130,167620,Serious,Pedestrian,Female,15,01/08/2011,Monday,12,Croydon,Car (from 2005),"In carriageway, not crossing"
529560,175380,Serious,Pedestrian,Female,32,19/08/2011,Friday,10,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
528890,174430,Serious,Driver or rider,Male,32,16/08/2011,Tuesday,8,Lambeth,Pedal cycle,Not a pedestrian
513380,186270,Serious,Passenger,Male,41,24/08/2011,Wednesday,21,Harrow,Car (from 2005),Not a pedestrian
533820,190140,Serious,Pedestrian,Male,unknown,24/08/2011,Wednesday,8,Haringey,Bus or coach (17 or more pass seats),"In carriageway, not crossing"
531670,166050,Serious,Pedestrian,Male,13,23/08/2011,Tuesday,22,Croydon,Car (from 2005),Crossing on pedestrian crossing facility
529680,159790,Serious,Driver or rider,Male,53,18/08/2011,Thursday,11,Croydon,Pedal cycle,Not a pedestrian
527890,185170,Serious,Pedestrian,Male,4,31/08/2011,Wednesday,17,Camden,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
531570,176300,Serious,Driver or rider,Male,23,26/08/2011,Friday,2,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
532590,178390,Serious,Pedestrian,Female,56,20/08/2011,Saturday,11,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
531650,180390,Serious,Pedestrian,Female,31,24/08/2011,Wednesday,8,Southwark,Goods 7.5 tonnes mgw and over (from 1999),On footway or verge
530010,175710,Serious,Driver or rider,Male,27,24/08/2011,Wednesday,22,Lambeth,Pedal cycle,Not a pedestrian
529710,175440,Serious,Pedestrian,Female,40,14/08/2011,Sunday,0,Lambeth,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
549660,175650,Serious,Pedestrian,Male,61,01/09/2011,Thursday,20,Bexley,Car (from 2005),"In carriageway, crossing elsewhere"
535950,171440,Serious,Driver or rider,Male,18,05/09/2011,Monday,21,Lewisham,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
529600,176440,Serious,Pedestrian,Male,13,04/09/2011,Sunday,17,Lambeth,Goods 7.5 tonnes mgw and over (from 1999),Crossing on pedestrian crossing facility
521330,192030,Serious,Pedestrian,Female,77,02/09/2011,Friday,11,Barnet,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
531320,189570,Serious,Driver or rider,Male,25,03/09/2011,Saturday,15,Haringey,Pedal cycle,Not a pedestrian
537150,169330,Serious,Driver or rider,Male,31,05/09/2011,Monday,7,Bromley,Pedal cycle,Not a pedestrian
527540,184190,Serious,Pedestrian,Female,25,03/09/2011,Saturday,11,Camden,Car (from 2005),Crossing on pedestrian crossing facility
530200,172340,Serious,Passenger,Female,35,07/09/2011,Wednesday,21,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
531930,167970,Serious,Driver or rider,Male,20,09/09/2011,Friday,17,Croydon,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531520,186830,Serious,Pedestrian,Female,31,09/09/2011,Friday,8,Hackney,Motorcycle over 125cc and up to 500cc (from 2005),"In carriageway, crossing elsewhere"
521160,190570,Serious,Driver or rider,Male,16,10/09/2011,Saturday,17,Barnet,Pedal cycle,Not a pedestrian
538790,171500,Serious,Pedestrian,Female,9,11/09/2011,Sunday,19,Lewisham,Car (from 2005),Crossing on pedestrian crossing facility
511070,180940,Serious,Pedestrian,Male,39,12/09/2011,Monday,18,Hillingdon,Car (from 2005),"In carriageway, crossing elsewhere"
515630,188950,Serious,Pedestrian,Female,48,07/09/2011,Wednesday,16,Harrow,Car (from 2005),"In carriageway, crossing elsewhere"
546760,174400,Serious,Driver or rider,Male,34,14/09/2011,Wednesday,8,Bexley,Pedal cycle,Not a pedestrian
530430,183040,Serious,Pedestrian,Male,57,13/09/2011,Tuesday,17,Islington,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
523350,182700,Serious,Driver or rider,Male,80,27/08/2011,Saturday,12,Kensington and Chelsea,Pedal cycle,Not a pedestrian
532780,170020,Serious,Driver or rider,Female,37,04/09/2011,Sunday,13,Croydon,Pedal cycle,Not a pedestrian
516890,188540,Serious,Pedestrian,Male,25,03/09/2011,Saturday,4,Brent,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
545020,172000,Serious,Driver or rider,Male,82,15/08/2011,Monday,13,Bexley,Pedal cycle,Not a pedestrian
530540,176420,Serious,Pedestrian,Male,59,05/09/2011,Monday,0,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
531430,182060,Serious,Pedestrian,Male,24,14/09/2011,Wednesday,8,Islington,Van / Goods 3.5 tonnes mgw or under,Crossing on pedestrian crossing facility
531660,184730,Serious,Driver or rider,Male,27,15/09/2011,Thursday,16,Islington,Pedal cycle,Not a pedestrian
529400,186820,Serious,Pedestrian,Male,74,16/09/2011,Friday,13,Islington,Car (from 2005),Crossing on pedestrian crossing facility
528520,193010,Serious,Pedestrian,Female,11,16/08/2011,Tuesday,7,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
530550,171030,Serious,Passenger,Male,29,18/09/2011,Sunday,7,Lambeth,Car (from 2005),Not a pedestrian
529220,182490,Serious,Driver or rider,Male,42,18/09/2011,Sunday,14,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530830,190940,Serious,Driver or rider,Male,28,12/08/2011,Friday,18,Haringey,Pedal cycle,Not a pedestrian
541830,168840,Serious,Driver or rider,Male,24,03/09/2011,Saturday,12,Bromley,Pedal cycle,Not a pedestrian
530940,191620,Serious,Pedestrian,Male,4,16/09/2011,Friday,17,Haringey,Goods 7.5 tonnes mgw and over (from 1999),Crossing on pedestrian crossing facility
540010,163210,Serious,Driver or rider,Male,41,08/09/2011,Thursday,18,Bromley,Motorcycle over 500cc (from 2005),Not a pedestrian
534690,162640,Serious,Driver or rider,Male,40,18/09/2011,Sunday,13,Croydon,Car (from 2005),Not a pedestrian
530340,178000,Serious,Driver or rider,Male,43,20/09/2011,Tuesday,7,Lambeth,Pedal cycle,Not a pedestrian
513670,186410,Serious,Pedestrian,Male,21,11/09/2011,Sunday,0,Harrow,Car (from 2005),On footway or verge
530430,173460,Serious,Driver or rider,Male,25,15/09/2011,Thursday,11,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
521220,192010,Serious,Pedestrian,Male,80,19/09/2011,Monday,13,Barnet,Car (from 2005),On footway or verge
528270,188290,Serious,Pedestrian,Female,45,21/09/2011,Wednesday,5,Haringey,Van / Goods 3.5 tonnes mgw or under,Crossing elsewhere within 50m. of ped crossing
531650,186970,Serious,Driver or rider,Male,34,03/09/2011,Saturday,15,Hackney,Pedal cycle,Not a pedestrian
528610,164760,Serious,Driver or rider,Male,50,07/09/2011,Wednesday,21,Sutton,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530970,172110,Serious,Pedestrian,Male,46,17/09/2011,Saturday,20,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
526430,191790,Serious,Pedestrian,Male,49,14/09/2011,Wednesday,15,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
542240,166440,Serious,Driver or rider,Male,16,20/09/2011,Tuesday,20,Bromley,Pedal cycle,Not a pedestrian
544110,175270,Serious,Pedestrian,Male,37,27/09/2011,Tuesday,13,Greenwich,Car (from 2005),"In carriageway, not crossing"
516170,187450,Serious,Driver or rider,Female,35,27/09/2011,Tuesday,16,Brent,Car (from 2005),Not a pedestrian
549270,175320,Serious,Driver or rider,Male,33,14/09/2011,Wednesday,7,Bexley,Pedal cycle,Not a pedestrian
531680,190680,Serious,Pedestrian,Female,11,04/09/2011,Sunday,18,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
540530,170310,Serious,Pedestrian,Female,43,26/09/2011,Monday,12,Bromley,Car (from 2005),On footway or verge
532270,182340,Serious,Driver or rider,Male,unknown,28/09/2011,Wednesday,9,Islington,Pedal cycle,Not a pedestrian
515640,183000,Serious,Driver or rider,Male,32,28/09/2011,Wednesday,7,Ealing,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
543790,178940,Serious,Pedestrian,Male,11,28/09/2011,Wednesday,7,Greenwich,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531070,182220,Serious,Driver or rider,Male,40,30/09/2011,Friday,5,Camden,Pedal cycle,Not a pedestrian
551580,177020,Serious,Pedestrian,Male,27,29/09/2011,Thursday,12,Bexley,Car (from 2005),"In carriageway, crossing elsewhere"
