Easting,Northing,Severity of casualty,Casualty Class,Sex,Age,Date,Day of week,Hour of day,Local authority,Vehicle type,Pedestrian Locality
507320,177500,Serious,Pedestrian,Male,56,31/07/2012,Tuesday,14,Hillingdon,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
530820,189380,Serious,Pedestrian,Male,23,23/07/2012,Monday,0,Haringey,Taxi / Private hire car (from 2005),Crossing elsewhere within 50m. of ped crossing
528310,184620,Serious,Driver or rider,Male,unknown,26/07/2012,Thursday,1,Camden,Pedal cycle,Not a pedestrian
529810,181370,Serious,Pedestrian,Male,11,24/07/2012,Tuesday,13,Camden,Motorcycle over 500cc (from 2005),Crossing elsewhere within 50m. of ped crossing
512300,186120,Serious,Driver or rider,Male,21,14/07/2012,Saturday,9,Harrow,Pedal cycle,Not a pedestrian
543600,178670,Serious,Pedestrian,Female,28,29/07/2012,Sunday,17,Greenwich,Car (from 2005),Unknown or other
530620,170120,Serious,Driver or rider,Male,17,29/07/2012,Sunday,15,Lambeth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
520660,189260,Serious,Pedestrian,Male,25,26/07/2012,Thursday,10,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
535060,171640,Serious,Driver or rider,Male,34,19/07/2012,Thursday,19,Lewisham,Motorcycle over 500cc (from 2005),Not a pedestrian
535060,171640,Serious,Passenger,Male,30,19/07/2012,Thursday,19,Lewisham,Motorcycle over 500cc (from 2005),Not a pedestrian
533350,167980,Serious,Driver or rider,Male,unknown,02/08/2012,Thursday,13,Croydon,Van / Goods 3.5 tonnes mgw or under,Not a pedestrian
536300,176230,Serious,Driver or rider,Male,17,24/07/2012,Tuesday,19,Lewisham,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
532800,188060,Serious,Driver or rider,Male,43,30/07/2012,Monday,17,Haringey,Pedal cycle,Not a pedestrian
545150,175050,Serious,Passenger,Male,22,19/07/2012,Thursday,6,Bexley,Motorcycle over 500cc (from 2005),Not a pedestrian
530150,172020,Serious,Pedestrian,Female,14,31/07/2012,Tuesday,19,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
529040,184000,Serious,Pedestrian,Male,55,26/07/2012,Thursday,23,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
533320,188310,Serious,Pedestrian,Male,3,05/08/2012,Sunday,19,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
530730,160830,Serious,Driver or rider,Male,56,28/07/2012,Saturday,11,Croydon,Motorcycle over 500cc (from 2005),Not a pedestrian
531070,175490,Serious,Driver or rider,Male,29,03/08/2012,Friday,15,Lambeth,Pedal cycle,Not a pedestrian
535840,165340,Serious,Driver or rider,Male,33,22/07/2012,Sunday,13,Croydon,Pedal cycle,Not a pedestrian
534310,168810,Serious,Driver or rider,Male,25,26/07/2012,Thursday,23,Croydon,Motorcycle over 500cc (from 2005),Not a pedestrian
531220,189070,Serious,Driver or rider,Male,31,24/07/2012,Tuesday,8,Haringey,Pedal cycle,Not a pedestrian
518920,186540,Serious,Driver or rider,Male,28,08/08/2012,Wednesday,7,Brent,Pedal cycle,Not a pedestrian
534460,164410,Serious,Driver or rider,Female,56,09/08/2012,Thursday,7,Croydon,Car (from 2005),Not a pedestrian
530600,183020,Serious,Pedestrian,Female,6,09/08/2012,Thursday,12,Islington,Goods over 3.5t. and under 7.5t. (from 1999),"In carriageway, crossing elsewhere"
523200,184670,Serious,Pedestrian,Female,85,09/08/2012,Thursday,12,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
513690,186400,Serious,Driver or rider,Male,20,09/08/2012,Thursday,13,Harrow,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
514530,192600,Serious,Pedestrian,Male,73,06/08/2012,Monday,12,Harrow,Car (from 2005),"In carriageway, not crossing"
530400,181650,Serious,Driver or rider,Male,47,09/08/2012,Thursday,14,Camden,Pedal cycle,Not a pedestrian
520840,183930,Serious,Pedestrian,Male,4,09/08/2012,Thursday,13,Brent,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
533550,179950,Serious,Pedestrian,Female,62,27/07/2012,Friday,9,Southwark,Pedal cycle,Crossing on pedestrian crossing facility
532060,182910,Serious,Driver or rider,Male,34,10/08/2012,Friday,7,Islington,Motorcycle over 500cc (from 2005),Not a pedestrian
531950,182960,Serious,Pedestrian,Male,23,06/08/2012,Monday,20,Islington,Car (from 2005),"In carriageway, crossing elsewhere"
529160,183450,Serious,Driver or rider,Male,18,30/06/2012,Saturday,5,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
543550,177460,Serious,Driver or rider,Male,60,02/08/2012,Thursday,16,Greenwich,Pedal cycle,Not a pedestrian
531220,178280,Serious,Pedestrian,Male,31,31/07/2012,Tuesday,22,Lambeth,Motorcycle over 500cc (from 2005),Crossing elsewhere within 50m. of ped crossing
549250,173600,Serious,Driver or rider,Male,58,13/08/2012,Monday,17,Bexley,Pedal cycle,Not a pedestrian
529980,187170,Serious,Driver or rider,Male,14,27/07/2012,Friday,14,Islington,Pedal cycle,Not a pedestrian
540600,172220,Serious,Driver or rider,Male,32,13/08/2012,Monday,21,Lewisham,Car (from 2005),Not a pedestrian
533430,176730,Serious,Pedestrian,Male,36,14/08/2012,Tuesday,12,Southwark,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
529220,186780,Serious,Driver or rider,Female,17,07/08/2012,Tuesday,18,Islington,Pedal cycle,Not a pedestrian
531310,182580,Serious,Driver or rider,Male,20,05/08/2012,Sunday,23,Islington,Pedal cycle,Not a pedestrian
533080,176160,Serious,Driver or rider,Male,30,07/08/2012,Tuesday,10,Southwark,Pedal cycle,Not a pedestrian
540200,168160,Serious,Pedestrian,Male,19,06/08/2012,Monday,19,Bromley,Car (from 2005),"In carriageway, not crossing"
531240,182650,Serious,Driver or rider,Male,31,14/08/2012,Tuesday,10,Islington,Pedal cycle,Not a pedestrian
530450,186000,Serious,Pedestrian,Male,13,09/08/2012,Thursday,10,Islington,Motorcycle over 500cc (from 2005),Crossing on pedestrian crossing facility
510230,190520,Serious,Pedestrian,Male,38,15/08/2012,Wednesday,19,Hillingdon,Car (from 2005),Crossing on pedestrian crossing facility
528870,183920,Serious,Pedestrian,Female,26,02/08/2012,Thursday,2,Camden,Goods over 3.5t. and under 7.5t. (from 1999),"In carriageway, crossing elsewhere"
514750,188950,Serious,Driver or rider,Male,24,08/08/2012,Wednesday,15,Harrow,Motorcycle 50cc and under,Not a pedestrian
550670,172900,Serious,Driver or rider,Male,35,14/08/2012,Tuesday,6,Bexley,Pedal cycle,Not a pedestrian
529190,183030,Serious,Pedestrian,Male,35,29/06/2012,Friday,18,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
547530,177950,Serious,Pedestrian,Male,24,17/08/2012,Friday,9,Bexley,Car (from 2005),"In carriageway, crossing elsewhere"
542820,176680,Serious,Pedestrian,Male,11,06/08/2012,Monday,16,Greenwich,Car (from 2005),Crossing on pedestrian crossing facility
530820,173320,Serious,Pedestrian,Male,6,18/08/2012,Saturday,13,Lambeth,Motorcycle over 500cc (from 2005),"In carriageway, crossing elsewhere"
542840,179110,Serious,Driver or rider,Male,28,03/08/2012,Friday,23,Greenwich,Pedal cycle,Not a pedestrian
530880,180350,Serious,Driver or rider,Male,28,13/08/2012,Monday,18,Lambeth,Pedal cycle,Not a pedestrian
538250,165950,Serious,Pedestrian,Female,68,19/08/2012,Sunday,21,Bromley,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531830,190940,Serious,Driver or rider,Male,42,20/08/2012,Monday,16,Haringey,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
529460,175310,Serious,Pedestrian,Male,36,15/08/2012,Wednesday,8,Lambeth,Pedal cycle,Crossing elsewhere within 50m. of ped crossing
546920,178820,Serious,Pedestrian,Male,43,21/08/2012,Tuesday,21,Greenwich,Car (from 2005),Unknown or other
534860,172210,Serious,Driver or rider,Male,28,22/08/2012,Wednesday,1,Lewisham,Car (from 2005),Not a pedestrian
533530,178420,Serious,Driver or rider,Male,58,20/08/2012,Monday,18,Southwark,Motorcycle over 500cc (from 2005),Not a pedestrian
538010,175850,Serious,Driver or rider,Male,41,15/08/2012,Wednesday,8,Lewisham,Pedal cycle,Not a pedestrian
530940,190530,Serious,Driver or rider,Male,31,21/08/2012,Tuesday,17,Haringey,Pedal cycle,Not a pedestrian
532150,190530,Serious,Pedestrian,Male,unknown,24/08/2012,Friday,14,Haringey,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
531470,184380,Serious,Driver or rider,Male,14,25/08/2012,Saturday,17,Islington,Pedal cycle,Not a pedestrian
548940,175280,Serious,Passenger,Male,20,26/08/2012,Sunday,2,Bexley,Car (from 2005),Not a pedestrian
537920,174550,Serious,Driver or rider,Male,32,27/08/2012,Monday,21,Lewisham,Pedal cycle,Not a pedestrian
526520,166190,Serious,Pedestrian,Female,49,20/08/2012,Monday,6,Sutton,Car (from 2005),"In carriageway, crossing elsewhere"
530440,173660,Serious,Pedestrian,Male,52,28/08/2012,Tuesday,20,Lambeth,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
539270,166540,Serious,Driver or rider,Male,78,29/08/2012,Wednesday,14,Bromley,Car (from 2005),Not a pedestrian
535530,165760,Serious,Driver or rider,Male,90,24/08/2012,Friday,12,Croydon,Pedal cycle,Not a pedestrian
523450,196380,Serious,Pedestrian,Female,60,30/08/2012,Thursday,17,Barnet,Van / Goods 3.5 tonnes mgw or under,Unknown or other
532020,175890,Serious,Pedestrian,Female,29,29/08/2012,Wednesday,11,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
539340,175200,Serious,Driver or rider,Male,41,29/08/2012,Wednesday,21,Lewisham,Pedal cycle,Not a pedestrian
519820,185090,Serious,Pedestrian,Female,73,28/08/2012,Tuesday,10,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
546440,178710,Serious,Driver or rider,Male,26,02/09/2012,Sunday,17,Greenwich,Car (from 2005),Not a pedestrian
546440,178710,Serious,Passenger,Male,24,02/09/2012,Sunday,17,Greenwich,Car (from 2005),Not a pedestrian
546440,178710,Serious,Passenger,Female,84,02/09/2012,Sunday,17,Greenwich,Car (from 2005),Not a pedestrian
537240,169970,Serious,Driver or rider,Female,unknown,22/08/2012,Wednesday,12,Bromley,Pedal cycle,Not a pedestrian
538720,174610,Serious,Pedestrian,Male,45,03/09/2012,Monday,18,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
507220,181870,Serious,Driver or rider,Male,50,23/08/2012,Thursday,16,Hillingdon,Pedal cycle,Not a pedestrian
515910,190790,Serious,Driver or rider,Male,46,22/07/2012,Sunday,10,Harrow,Pedal cycle,Not a pedestrian
542120,172900,Serious,Pedestrian,Male,22,31/08/2012,Friday,11,Bromley,Car (from 2005),"In carriageway, crossing elsewhere"
544310,177840,Serious,Driver or rider,Male,30,26/08/2012,Sunday,13,Greenwich,Motorcycle over 500cc (from 2005),Not a pedestrian
532550,180140,Serious,Driver or rider,Male,41,09/07/2012,Monday,8,Southwark,Pedal cycle,Not a pedestrian
530460,186000,Serious,Driver or rider,Female,54,08/09/2012,Saturday,5,Islington,Pedal cycle,Not a pedestrian
537690,173060,Serious,Driver or rider,Male,45,06/09/2012,Thursday,17,Lewisham,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
536070,162800,Serious,Driver or rider,Male,unknown,06/09/2012,Thursday,18,Croydon,Pedal cycle,Not a pedestrian
531480,189010,Serious,Pedestrian,Female,88,07/09/2012,Friday,12,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
520250,190650,Serious,Pedestrian,Female,31,11/09/2012,Tuesday,7,Barnet,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
536250,168080,Serious,Driver or rider,Female,unknown,31/08/2012,Friday,23,Bromley,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
528140,189630,Serious,Pedestrian,Male,13,11/09/2012,Tuesday,16,Haringey,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
530810,182720,Serious,Pedestrian,Female,53,03/09/2012,Monday,5,Islington,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
546010,173710,Serious,Driver or rider,Male,25,15/09/2012,Saturday,6,Bexley,Car (from 2005),Not a pedestrian
528580,190140,Serious,Pedestrian,Male,25,02/09/2012,Sunday,2,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
530300,160200,Serious,Driver or rider,Male,64,17/09/2012,Monday,10,Croydon,Motorcycle over 500cc (from 2005),Not a pedestrian
530300,160200,Serious,Driver or rider,Female,unknown,17/09/2012,Monday,10,Croydon,Pedal cycle,Not a pedestrian
520720,184660,Serious,Pedestrian,Male,13,13/09/2012,Thursday,16,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
534290,190670,Serious,Pedestrian,Female,22,13/09/2012,Thursday,8,Haringey,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
530030,188190,Serious,Pedestrian,Female,23,11/09/2012,Tuesday,17,Haringey,Pedal cycle,"In carriageway, crossing elsewhere"
522920,188580,Serious,Pedestrian,Male,37,15/09/2012,Saturday,23,Barnet,Car (from 2005),Crossing on pedestrian crossing facility
532190,171000,Serious,Pedestrian,Male,11,14/09/2012,Friday,15,Lambeth,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531430,171040,Serious,Driver or rider,Male,79,09/09/2012,Sunday,11,Lambeth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
533580,168930,Serious,Pedestrian,Male,85,19/09/2012,Wednesday,12,Croydon,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
505880,176960,Serious,Driver or rider,Male,45,19/09/2012,Wednesday,14,Hillingdon,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
532010,182190,Serious,Driver or rider,Male,26,13/09/2012,Thursday,22,Islington,Pedal cycle,Not a pedestrian
537440,169740,Serious,Pedestrian,Male,25,29/07/2012,Sunday,0,Bromley,Bus or coach (17 or more pass seats),Unknown or other
533470,170310,Serious,Driver or rider,Male,57,12/09/2012,Wednesday,19,Croydon,Pedal cycle,Not a pedestrian
533250,180080,Serious,Driver or rider,Female,48,21/09/2012,Friday,18,Southwark,Pedal cycle,Not a pedestrian
526500,195440,Serious,Driver or rider,Male,unknown,07/09/2012,Friday,18,Barnet,Pedal cycle,Not a pedestrian
533520,188790,Serious,Pedestrian,Male,27,13/10/2012,Saturday,5,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
519670,184550,Serious,Pedestrian,Female,24,23/09/2012,Sunday,10,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
536800,172930,Serious,Driver or rider,Female,34,18/09/2012,Tuesday,16,Lewisham,Pedal cycle,Not a pedestrian
531060,186490,Serious,Driver or rider,Male,26,12/09/2012,Wednesday,17,Islington,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
531860,188010,Serious,Driver or rider,Male,26,24/09/2012,Monday,20,Haringey,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
544430,167410,Serious,Pedestrian,Male,89,21/09/2012,Friday,11,Bromley,Car (from 2005),"In carriageway, crossing elsewhere"
532110,177030,Serious,Driver or rider,Male,20,13/09/2012,Thursday,7,Southwark,Pedal cycle,Not a pedestrian
526540,162420,Serious,Pedestrian,Female,13,20/09/2012,Thursday,17,Sutton,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
515070,188090,Serious,Pedestrian,Female,39,18/09/2012,Tuesday,18,Harrow,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
533640,188620,Serious,Pedestrian,Male,36,20/09/2012,Thursday,9,Haringey,Motorcycle over 125cc and up to 500cc (from 2005),"In carriageway, crossing elsewhere"
522280,184460,Serious,Driver or rider,Male,49,24/09/2012,Monday,9,Brent,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530070,182790,Serious,Driver or rider,Male,41,18/09/2012,Tuesday,18,Camden,Pedal cycle,Not a pedestrian
515190,189620,Serious,Pedestrian,Female,52,06/09/2012,Thursday,9,Harrow,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
530410,187610,Serious,Driver or rider,Male,29,21/09/2012,Friday,20,Islington,Pedal cycle,Not a pedestrian
537700,163150,Serious,Pedestrian,Male,62,27/09/2012,Thursday,21,Croydon,Car (from 2005),"In carriageway, crossing elsewhere"
529750,182140,Serious,Driver or rider,Male,28,25/09/2012,Tuesday,9,Camden,Pedal cycle,Not a pedestrian
532130,162380,Serious,Driver or rider,Male,17,05/09/2012,Wednesday,19,Croydon,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
511180,185640,Serious,Driver or rider,Male,35,26/09/2012,Wednesday,8,Hillingdon,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
531170,189220,Serious,Driver or rider,Male,18,26/09/2012,Wednesday,20,Haringey,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531900,180260,Serious,Driver or rider,Male,38,25/09/2012,Tuesday,15,Southwark,Pedal cycle,Not a pedestrian
519330,188370,Serious,Driver or rider,Male,34,20/09/2012,Thursday,21,Brent,Motorcycle over 500cc (from 2005),Not a pedestrian
547350,179270,Serious,Passenger,Female,38,25/08/2012,Saturday,10,Greenwich,Motorcycle over 500cc (from 2005),Not a pedestrian
550500,173070,Serious,Driver or rider,Male,47,25/09/2012,Tuesday,8,Bexley,Pedal cycle,Not a pedestrian
536270,176960,Serious,Driver or rider,Male,52,27/09/2012,Thursday,11,Lewisham,Pedal cycle,Not a pedestrian
531850,179200,Serious,Pedestrian,Female,60,02/10/2012,Tuesday,8,Southwark,Pedal cycle,Crossing elsewhere within 50m. of ped crossing
507550,176880,Serious,Driver or rider,Male,52,28/09/2012,Friday,9,Hillingdon,Motorcycle 50cc and under,Not a pedestrian
531180,179960,Serious,Pedestrian,Male,28,05/10/2012,Friday,12,Lambeth,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
533630,190320,Serious,Pedestrian,Male,8,18/09/2012,Tuesday,17,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
532030,179290,Serious,Driver or rider,Male,22,27/09/2012,Thursday,17,Southwark,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
532030,179290,Serious,Driver or rider,Male,41,27/09/2012,Thursday,17,Southwark,Pedal cycle,Not a pedestrian
519250,189090,Serious,Pedestrian,Female,6,22/09/2012,Saturday,14,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
531950,185310,Serious,Driver or rider,Female,22,04/10/2012,Thursday,9,Islington,Pedal cycle,Not a pedestrian
505990,183410,Serious,Passenger,Male,27,07/10/2012,Sunday,6,Hillingdon,Car (from 2005),Not a pedestrian
508150,182140,Serious,Pedestrian,Female,80,06/10/2012,Saturday,16,Hillingdon,Other vehicle,"In carriageway, crossing elsewhere"
551100,175030,Serious,Driver or rider,Male,34,06/10/2012,Saturday,17,Bexley,Motorcycle over 500cc (from 2005),Not a pedestrian
536290,166650,Serious,Driver or rider,Male,46,05/10/2012,Friday,8,Croydon,Motorcycle over 500cc (from 2005),Not a pedestrian
536130,173280,Serious,Driver or rider,Male,49,11/10/2012,Thursday,5,Lewisham,Motorcycle over 500cc (from 2005),Not a pedestrian
525500,195770,Serious,Pedestrian,Female,72,30/09/2012,Sunday,13,Barnet,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531530,186840,Serious,Driver or rider,Female,27,18/09/2012,Tuesday,23,Hackney,Pedal cycle,Not a pedestrian
533520,188800,Serious,Driver or rider,Male,48,05/10/2012,Friday,19,Haringey,Pedal cycle,Not a pedestrian
533490,179800,Serious,Pedestrian,Male,11,08/10/2012,Monday,16,Southwark,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
531930,177100,Serious,Driver or rider,Male,36,09/10/2012,Tuesday,10,Lambeth,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
529280,182270,Serious,Pedestrian,Male,19,04/10/2012,Thursday,1,Camden,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
523650,161190,Serious,Driver or rider,Male,unknown,28/08/2012,Tuesday,20,Sutton,Pedal cycle,Not a pedestrian
530340,178040,Serious,Pedestrian,Male,27,05/10/2012,Friday,8,Lambeth,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
521480,193240,Serious,Driver or rider,Male,29,09/10/2012,Tuesday,16,Barnet,Pedal cycle,Not a pedestrian
525500,191060,Serious,Pedestrian,Female,79,24/09/2012,Monday,11,Barnet,Car (from 2005),Crossing on pedestrian crossing facility
528680,175220,Serious,Driver or rider,Female,27,10/10/2012,Wednesday,8,Lambeth,Pedal cycle,Not a pedestrian
542850,174410,Serious,Pedestrian,Male,12,19/09/2012,Wednesday,15,Greenwich,Car (from 2005),Crossing on pedestrian crossing facility
533900,173990,Serious,Driver or rider,Male,20,03/10/2012,Wednesday,15,Southwark,Pedal cycle,Not a pedestrian
531730,179360,Serious,Pedestrian,Male,50,05/10/2012,Friday,17,Southwark,Car (from 2005),"In carriageway, not crossing"
530030,183310,Serious,Driver or rider,Male,58,07/09/2012,Friday,17,Camden,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
543090,174420,Serious,Driver or rider,Male,16,06/10/2012,Saturday,11,Greenwich,Pedal cycle,Not a pedestrian
532500,163150,Serious,Pedestrian,Female,49,08/10/2012,Monday,10,Croydon,Car (from 2005),Crossing on pedestrian crossing facility
529700,185930,Serious,Driver or rider,Female,33,05/10/2012,Friday,10,Islington,Pedal cycle,Not a pedestrian
533790,189860,Serious,Pedestrian,Female,2,06/10/2012,Saturday,14,Haringey,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
528180,189630,Serious,Driver or rider,Male,24,06/10/2012,Saturday,13,Haringey,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
538320,175460,Serious,Pedestrian,Female,61,11/10/2012,Thursday,12,Lewisham,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
538120,175060,Serious,Pedestrian,Male,68,12/10/2012,Friday,22,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
531010,186460,Serious,Pedestrian,Female,51,08/10/2012,Monday,11,Islington,Car (from 2005),"In carriageway, not crossing"
523550,183320,Serious,Driver or rider,Male,64,17/09/2012,Monday,16,Brent,Pedal cycle,Not a pedestrian
531570,189470,Serious,Pedestrian,Male,9,15/10/2012,Monday,16,Haringey,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
542170,169350,Serious,Driver or rider,Male,61,15/10/2012,Monday,21,Bromley,Pedal cycle,Not a pedestrian
538770,165540,Serious,Pedestrian,Male,79,08/10/2012,Monday,16,Bromley,Car (from 2005),"In carriageway, not crossing"
530600,176330,Serious,Driver or rider,Male,37,10/10/2012,Wednesday,10,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
542820,176680,Serious,Driver or rider,Male,28,10/10/2012,Wednesday,5,Greenwich,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
540900,164040,Serious,Driver or rider,Female,24,13/10/2012,Saturday,16,Bromley,Pedal cycle,Not a pedestrian
522420,189080,Serious,Driver or rider,Male,37,16/10/2012,Tuesday,18,Barnet,Pedal cycle,Not a pedestrian
530150,187190,Serious,Driver or rider,Male,unknown,16/10/2012,Tuesday,16,Islington,Motorcycle over 500cc (from 2005),Not a pedestrian
536140,165850,Serious,Driver or rider,Male,30,16/10/2012,Tuesday,22,Croydon,Motorcycle over 500cc (from 2005),Not a pedestrian
525730,187240,Serious,Driver or rider,Female,42,15/10/2012,Monday,19,Barnet,Pedal cycle,Not a pedestrian
530790,182880,Serious,Driver or rider,Male,18,12/10/2012,Friday,2,Islington,Pedal cycle,Not a pedestrian
530450,185990,Serious,Driver or rider,Male,33,11/10/2012,Thursday,8,Islington,Pedal cycle,Not a pedestrian
536550,178140,Serious,Pedestrian,Female,45,05/10/2012,Friday,18,Lewisham,Motorcycle over 500cc (from 2005),"In carriageway, crossing elsewhere"
534700,178800,Serious,Driver or rider,Male,16,13/10/2012,Saturday,8,Southwark,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531170,184900,Serious,Pedestrian,Male,11,18/10/2012,Thursday,15,Islington,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
508850,180690,Serious,Driver or rider,Female,13,03/09/2012,Monday,17,Hillingdon,Pedal cycle,Not a pedestrian
532600,189220,Serious,Pedestrian,Male,14,18/10/2012,Thursday,14,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
533750,179710,Serious,Driver or rider,Male,47,19/10/2012,Friday,7,Southwark,Pedal cycle,Not a pedestrian
531000,185850,Serious,Driver or rider,Female,41,17/10/2012,Wednesday,19,Islington,Pedal cycle,Not a pedestrian
544790,178350,Serious,Pedestrian,Male,27,24/10/2012,Wednesday,1,Greenwich,Taxi / Private hire car (from 2005),Unknown or other
551730,176890,Serious,Pedestrian,Male,13,21/10/2012,Sunday,17,Bexley,Car (from 2005),"In carriageway, crossing elsewhere"
541440,177670,Serious,Driver or rider,Male,32,20/10/2012,Saturday,2,Greenwich,Car (from 2005),Not a pedestrian
530640,183380,Serious,Driver or rider,Female,52,18/10/2012,Thursday,8,Islington,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530990,190390,Serious,Pedestrian,Male,55,23/10/2012,Tuesday,18,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
537290,165180,Serious,Driver or rider,Male,10,16/10/2012,Tuesday,17,Croydon,Pedal cycle,Not a pedestrian
552250,175710,Serious,Passenger,Male,28,01/10/2012,Monday,18,Bexley,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
521900,188220,Serious,Driver or rider,Male,54,25/10/2012,Thursday,7,Barnet,Pedal cycle,Not a pedestrian
534860,174390,Serious,Driver or rider,Male,16,10/10/2012,Wednesday,20,Southwark,Pedal cycle,Not a pedestrian
531150,168220,Serious,Driver or rider,Female,35,22/10/2012,Monday,8,Croydon,Pedal cycle,Not a pedestrian
539730,178930,Serious,Pedestrian,Male,14,27/10/2012,Saturday,12,Greenwich,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
532770,175850,Serious,Pedestrian,Female,39,28/10/2012,Sunday,18,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
532030,191260,Serious,Pedestrian,Female,57,23/10/2012,Tuesday,17,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
528890,184960,Serious,Pedestrian,Female,76,05/10/2012,Friday,18,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
530840,167170,Serious,Pedestrian,Male,41,10/10/2012,Wednesday,21,Croydon,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
518900,185380,Serious,Pedestrian,Male,64,12/10/2012,Friday,21,Brent,Car (from 2005),"In carriageway, not crossing"
512020,179160,Serious,Pedestrian,Male,9,30/10/2012,Tuesday,15,Ealing,Car (from 2005),"In carriageway, crossing elsewhere"
530040,181890,Serious,Pedestrian,Male,53,25/10/2012,Thursday,18,Camden,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
532330,178230,Serious,Pedestrian,Female,23,24/10/2012,Wednesday,8,Southwark,M/cycle over 50 and up to 125cc (from 1999),Crossing elsewhere within 50m. of ped crossing
531990,179080,Serious,Driver or rider,Female,28,18/10/2012,Thursday,5,Southwark,Pedal cycle,Not a pedestrian
521600,192350,Serious,Driver or rider,Male,22,31/10/2012,Wednesday,23,Barnet,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
518850,185220,Serious,Pedestrian,Male,2,31/10/2012,Wednesday,11,Brent,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
